artist,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track,track_id,track_pop
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage ",4718645.0,"latin,latin hip hop,reggaeton,trap latino,tropical",0.86,329e4yvIujISKGKz1BZZbO,237.16,0.19705,9.0,0.348,-5.241,1.0,0.371,2018-01-24,232.19955,163.229,4.0,0.839,Krippy Kush,038kavjqUaGIYZL5lYocvX,64.0
 Rvssian,,,,,,,,,,,,2018-01-24,,,,,Krippy Kush,,
Taylor Swift,16381619.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,208.18667,0.17438,2.0,0.327,-6.509,1.0,0.396,2018-01-24,203.80154,160.015,4.0,0.996,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,76.0
Enrique Iglesias Featuring Bad Bunny,,,,,,,,,,,,2018-01-24,,,,,El Bano,,
Maroon 5 Featuring SZA,,,,,,,,,,,,2018-01-31,,,,,What Lovers Do,,
J Balvin ,11754826.0,"latin,reggaeton",0.93,1vyhD5VmyZ7KMfW5gqLgo5,189.44,0.34249,11.0,0.197,-4.818,0.0,0.312,2018-01-31,182.32889,104.959,4.0,1.0,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,74.0
 Willy William Featuring Beyonce,,,,,,,,,,,,2018-01-31,,,,,Mi Gente,,
21 Savage,5164942.0,"hip hop,pop,pop rap,rap,trap music",0.89,1URnnhqYAYcrqrcwql10ft,220.30667,0.18658,8.0,0.393,-8.228,0.0,0.57,2018-01-31,216.70603,75.016,4.0,1.0,Bank Account,2fQrGHiQOvpL9UgPvtYy6G,82.0
Charlie Puth,5808869.0,"dance pop,pop,post-teen pop,viral pop",0.84,6VuMaDnrHyPL1p4EHjYLi7,208.78667,0.06966,3.0,0.518,-4.586,0.0,0.482,2018-01-31,201.92073,100.066,4.0,0.956,Attention,5cF0dROlMOK5uNZtivgu50,82.0
French Montana Featuring Swae Lee,,,,,,,,,,,,2018-01-31,,,,,Unforgettable,,
"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie ",,,,,,,,,,,,2018-01-31,,,,,Pills And Automobiles,,
 Kodak Black,,,,,,,,,,,,2018-01-31,,,,,Pills And Automobiles,,
LANCO,152079.0,"canadian contemporary country,contemporary country",0.67,2lRH2dgU5Kk4Bc5phmII4T,222.57333,0.22045,10.0,0.647,-8.72,1.0,0.594,2018-01-31,213.70485,147.986,4.0,0.998,Greatest Love Story,2yQZwi1P8AkkxxFhQ8rMEK,72.0
NF,1397323.0,hip hop,0.83,6fOMl44jA4Sp5b9PpYCkzz,183.82667,0.0,2.0,0.196,-4.097,1.0,0.406,2018-01-31,162.52807,130.947,4.0,0.615,No Name,7hdw5gAGMyyn9z0XgfTv1j,72.0
Quavo ,,,,,,,,,,,,2018-01-31,,,,,Ice Tray,,
 Lil Yachty,,,,,,,,,,,,2018-01-31,,,,,Ice Tray,,
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya ",175323.0,hollywood,0.79,5F1aoppMtU3OMiltO8ymJ2,302.14667,3.59329,11.0,0.313,-7.36,0.0,0.589,2018-01-31,296.18794,157.92,4.0,0.887,The Greatest Show,4ylWMuGbMXNDgDd8lErEle,80.0
 The Greatest Showman Ensemble,,,,,,,,,,,,2018-01-31,,,,,The Greatest Show,,
Loren Allred,,,,,,,,,,,,2018-01-31,,,,,Never Enough,,
Lil Baby,,,,,,,,,,,,2018-01-31,,,,,My Dawg,,
Blake Shelton,,,,,,,,,,,,2018-01-31,,,,,I'll Name The Dogs,,
Imagine Dragons,,,,,,,,,,,,2018-02-07,,,,,Believer,,
Lil Uzi Vert Featuring Nicki Minaj,,,,,,,,,,,,2018-02-07,,,,,The Way Life Goes,,
Migos,,,,,,,,,,,,2018-02-07,,,,,Supastars,,
"Migos Featuring Travis Scott, Ty Dolla $ign ",,,,,,,,,,,,2018-02-07,,,,,White Sand,,
 Big Sean,,,,,,,,,,,,2018-02-07,,,,,White Sand,,
Migos,,,,,,,,,,,,2018-02-07,,,,,Gang Gang,,
Migos,,,,,,,,,,,,2018-02-07,,,,,Higher We Go (Intro),,
Migos,,,,,,,,,,,,2018-02-07,,,,,Auto Pilot,,
Migos,,,,,,,,,,,,2018-02-07,,,,,Emoji A Chain,,
Eric Church,,,,,,,,,,,,2018-02-07,,,,,Round Here Buzz,,
Migos Featuring Gucci Mane,,,,,,,,,,,,2018-02-07,,,,,CC,,
"Sofi Tukker Featuring NERVO, The Knocks ",,,,,,,,,,,,2018-02-07,,,,,Best Friend,,
 Alisa Ueno,,,,,,,,,,,,2018-02-07,,,,,Best Friend,,
BTS Featuring Desiigner,,,,,,,,,,,,2018-02-07,,,,,MIC Drop,,
Brett Young,,,,,,,,,,,,2018-02-14,,,,,Like I Loved You,,
Chris Young,,,,,,,,,,,,2018-02-14,,,,,Losing Sleep,,
Justin Timberlake,,,,,,,,,,,,2018-02-14,,,,,Man Of The Woods,,
Drake,,,,,,,,,,,,2018-02-14,,,,,Diplomatic Immunity,,
Migos Featuring 21 Savage,,,,,,,,,,,,2018-02-14,,,,,BBO (Bad Bitches Only),,
The Chainsmokers,,,,,,,,,,,,2018-02-14,,,,,Sick Boy,,
Easton Corbin,,,,,,,,,,,,2018-02-14,,,,,A Girl Like You,,
Justin Timberlake,,,,,,,,,,,,2018-02-14,,,,,Supplies,,
Logic Featuring Alessia Cara ,,,,,,,,,,,,2018-02-21,,,,,1-800-273-8255,,
 Khalid,,,,,,,,,,,,2018-02-21,,,,,1-800-273-8255,,
Kodak Black Featuring XXXTENTACION,,,,,,,,,,,,2018-02-21,,,,,Roll In Peace,,
Justin Timberlake,,,,,,,,,,,,2018-02-21,,,,,Filthy,,
Kendrick Lamar,,,,,,,,,,,,2018-02-21,,,,,Black Panther,,
Natti Natasha x Ozuna,,,,,,,,,,,,2018-02-21,,,,,Criminal,,
Zac Efron ,,,,,,,,,,,,2018-02-21,,,,,Rewrite The Stars,,
 Zendaya,,,,,,,,,,,,2018-02-21,,,,,Rewrite The Stars,,
Ed Sheeran,36366602.0,pop,0.93,6eUKZXaKkcviH0Ku9w2n3V,233.71265,0.0,1.0,0.728,-3.183,0.0,0.647,2018-02-28,229.87755,95.977,4.0,0.981,Shape Of You,7qiZfU4dY1lWllzX7mPBI3,86.0
Sam Smith,7360586.0,"pop,post-teen pop",0.9,2wY79sveU1sp5g7SokKOiI,201.0,0.0,5.0,0.506,-8.249,1.0,0.445,2018-02-28,198.76862,91.5,4.0,0.964,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,78.0
Lil Pump,4642527.0,"emo rap,trap music",0.9,3wyVrVrFCkukjdVIdirGVY,124.05551,0.0,5.0,0.0,-6.71,1.0,0.185,2018-02-28,119.80336,119.889,4.0,1.0,Gucci Gang,43ZyHQITOjhciSUUNPVRHc,78.0
Gucci Mane Featuring Migos,,,,,,,,,,,,2018-02-28,,,,,I Get The Bag,,
Hailee Steinfeld ,3174252.0,"dance pop,pop,post-teen pop",0.82,5p7f24Rk5HkUZsaS3BLG5F,174.8,0.0,8.0,0.432,-4.154,1.0,0.534,2018-02-28,171.0556,103.073,4.0,1.0,Let Me Go,5Gu0PDLN4YJeW75PpBSg9p,83.0
 Alesso Featuring Florida Georgia Line ,,,,,,,,,,,,2018-02-28,,,,,Let Me Go,,
 Watt,,,,,,,,,,,,2018-02-28,,,,,Let Me Go,,
Kendrick Lamar ,11311551.0,"conscious hip hop,hip hop,pop rap,rap,west coast rap",0.91,2YZyLoL8N0Wb9xBt1NhZWg,221.82667,0.0,1.0,0.387,-9.116,1.0,0.414,2018-02-28,204.5678,130.018,4.0,0.962,Big Shot,5cXg9IQS34FzLVdHhp7hu7,74.0
 Travis Scott,,,,,,,,,,,,2018-02-28,,,,,Big Shot,,
Taylor Swift Featuring Ed Sheeran ,,,,,,,,,,,,2018-02-28,,,,,End Game,,
 Future,5778.0,,0.39,5A2AsabIONr5sHcWDqS6c7,244.89796,0.3541,11.0,0.171,-5.37,0.0,0.333,2018-02-28,241.48172,159.078,4.0,0.938,End Game,7DoNpcoSmlnemnGRk52J2P,8.0
Liam Payne ,2498091.0,"dance pop,edm,pop,post-teen pop,tropical house",0.8,5pUo3fmmHT8bhCyHE52hA6,245.45333,0.1683,2.0,0.663,-4.618,0.0,0.575,2018-02-28,235.06721,113.0,4.0,1.0,For You (Fifty Shades Freed),66xn6tB8s3l8uhj02OGneE,76.0
 Rita Ora,,,,,,,,,,,,2018-02-28,,,,,For You (Fifty Shades Freed),,
WALK THE MOON,1112248.0,"indie pop,indie poptimism,indietronica,modern alternative rock,modern rock,pop rock",0.73,6DIS6PRrLS3wbnZsf7vYic,261.3717,0.24376,0.0,0.534,-4.87,1.0,0.556,2018-02-28,253.88118,100.018,4.0,0.995,One Foot,3yWsWi2PAo9s6elIhnywIS,65.0
Keith Urban,2789893.0,"australian country,contemporary country,country,country road",0.75,0u2FHSq3ln94y5Q57xazwf,195.31669,0.22662,8.0,0.03,-8.781,0.0,0.273,2018-02-28,186.90902,85.019,5.0,0.007,Female,1t34UsQ634a233qysq6D6L,64.0
Cardi B,,,,,,,,,,,,2018-03-07,,,,,Bodak Yellow (Money Moves),,
5 Seconds Of Summer,3798434.0,"boy band,dance pop,pop,post-teen pop",0.85,5Rl15oVamLq7FbSb0NNBNy,173.0815,0.24961,0.0,0.727,-4.915,1.0,0.64,2018-03-07,167.41007,98.03,4.0,1.0,Want You Back,2vHfabj6nFebekTYODqntl,73.0
Russell Dickerson,127913.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.67,1E2AEtxaFaJtH0lO7kgNKw,216.96,4.05188,11.0,0.614,-6.005,1.0,0.596,2018-03-07,203.73769,134.058,4.0,0.831,Yours,6RSNKGdv3nDTHqgw4bdzyF,72.0
6ix9ine Featuring Tory Lanez ,,,,,,,,,,,,2018-03-07,,,,,Rondo,,
 Young Thug,,,,,,,,,,,,2018-03-07,,,,,Rondo,,
Walker Hayes,117521.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.64,7sKxqpSqbIzphAKAhrqvlf,197.84,1.02776,0.0,0.517,-7.939,1.0,0.529,2018-03-07,191.47175,120.013,4.0,1.0,You Broke Up With Me,6UsoV6X96Rox9mfxoz7SFy,64.0
6ix9ine,2897728.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,142.5824,0.16295,1.0,0.509,-4.455,1.0,0.488,2018-03-07,137.27057,91.167,4.0,1.0,Kooda,0tYHqwTW4s6VuPWDSD7n7K,73.0
Khalid ,3987007.0,"indie r&b,pop",0.96,6LuN9FCkKOj5PcnpouEgny,238.89333,0.0,11.0,0.497,-5.856,0.0,0.523,2018-03-07,233.91782,140.08,4.0,1.0,The Ways,5jyyPsIGM2yqkZN9R3TmvN,72.0
 Swae Lee,,,,,,,,,,,,2018-03-07,,,,,The Ways,,
Migos Featuring Post Malone,,,,,,,,,,,,2018-03-07,,,,,Notice Me,,
Kodak Black Featuring Lil Wayne,,,,,,,,,,,,2018-03-07,,,,,Codeine Dreaming,,
Becky G Featuring Bad Bunny,,,,,,,,,,,,2018-03-07,,,,,Mayores,,
Janelle Monae,572661.0,"dance pop,electropop,escape room,indie r&b,neo soul,pop,r&b",0.72,6ueGR6SWhUJfvEhqkvMsVs,194.23011,2.45551,1.0,0.697,-7.399,1.0,0.432,2018-03-07,194.23012,115.035,4.0,1.0,Make Me Feel,5gW5dSy3vXJxgzma4rQuzH,64.0
Plies,760943.0,"dirty south rap,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap music,urban contemporary",0.66,3jksrX4oBklxR78ft8gv3j,174.65333,0.0,6.0,0.173,-5.175,0.0,0.274,2018-03-07,171.72317,61.115,4.0,1.0,Rock,0QVISdPWRllAmoDBG3DEHU,59.0
Macklemore Featuring Kesha,,,,,,,,,,,,2018-03-14,,,,,Good Old Days,,
Carrie Underwood Featuring Ludacris,,,,,,,,,,,,2018-03-14,,,,,The Champion,,
"6ix9ine, Fetty Wap ",2897728.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,151.91488,0.29592,7.0,0.569,-5.7,1.0,0.549,2018-03-14,139.67964,187.985,4.0,0.623,KEKE,14PlDNjNh3pXyHXzkhX8n5,75.0
 A Boogie Wit da Hoodie,,,,,,,,,,,,2018-03-14,,,,,KEKE,,
Joyner Lucas ,520386.0,"boston hip hop,hip hop,pop rap,rap",0.82,6C1ohJrd5VydigQtaGy5Wa,219.73333,4.09252,10.0,0.052,-5.838,0.0,0.163,2018-03-14,211.33061,121.978,4.0,0.984,Stranger Things,34I0nBvoE0ZXmqbKiJ5BWS,74.0
 Chris Brown,,,,,,,,,,,,2018-03-14,,,,,Stranger Things,,
SOB X RBE,214877.0,"trap music,vapor trap",0.7,2TImI3DW7o5MdRXJs4D37h,219.30667,0.09311,1.0,0.357,-5.324,1.0,0.479,2018-03-14,219.30667,97.017,4.0,0.96,Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,72.0
Maluma X Nego do Borel,,,,,,,,,,,,2018-03-14,,,,,Corazon,,
A$AP Ferg Featuring Nicki Minaj,,,,,,,,,,,,2018-03-21,,,,,Plain Jane,,
Demi Lovato,11734794.0,"dance pop,pop,post-teen pop",0.87,6S2OmqARrzebs0tKUEyXyp,203.76,0.24984,11.0,0.354,-6.917,0.0,0.559,2018-03-21,191.61107,144.004,4.0,1.0,Sorry Not Sorry,3Du2K5dLzmduCNp6uwuaL0,81.0
Logic Featuring Wiz Khalifa,,,,,,,,,,,,2018-03-21,,,,,Indica Badu,,
Logic,3111391.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,217.14667,0.06485,1.0,0.375,-5.844,1.0,0.487,2018-03-21,209.43238,126.012,4.0,1.0,Contra,7u90MSvVyEjL0c8icaE7jl,67.0
Logic,3111391.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,217.56,2.47293,1.0,0.555,-6.786,1.0,0.556,2018-03-21,213.77451,149.987,4.0,1.0,Overnight,3s3VVLE1kB7Xk2AoJKlGmr,65.0
Lil Yachty Featuring Trippie Redd,,,,,,,,,,,,2018-03-21,,,,,66,,
Logic,3111391.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,241.42667,0.0,9.0,0.509,-7.444,0.0,0.362,2018-03-21,230.93406,95.032,4.0,1.0,Midnight,1GtVGc1UYin3zpMUdNSSpM,68.0
Logic Featuring Big Sean,,,,,,,,,,,,2018-03-21,,,,,Wassup,,
Eminem Featuring Ed Sheeran,,,,,,,,,,,,2018-03-21,,,,,River,,
Logic,3111391.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,173.69333,0.06376,11.0,0.219,-5.401,0.0,0.371,2018-03-21,171.46776,155.864,4.0,0.906,Yuck,0D5CXSUx8GOCHSY8KWgi9h,63.0
Lil Yachty Featuring Ugly God,,,,,,,,,,,,2018-03-21,,,,,Boom!,,
Logic,3111391.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,221.36,0.0,10.0,0.121,-5.607,0.0,0.546,2018-03-21,209.90839,77.047,4.0,0.993,BoomTrap Protocol,4fZxGiES1FKbNqJPrI4L3s,63.0
Logic Featuring Young Sinatra,,,,,,,,,,,,2018-03-21,,,,,Warm It Up,,
Khalid,3987007.0,"indie r&b,pop",0.96,6LuN9FCkKOj5PcnpouEgny,202.54667,0.0,1.0,0.507,-6.351,1.0,0.503,2018-03-28,186.78132,136.949,4.0,1.0,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,84.0
Charlie Puth,5808872.0,"dance pop,pop,post-teen pop,viral pop",0.84,6VuMaDnrHyPL1p4EHjYLi7,200.85333,2.36263,1.0,0.502,-5.253,0.0,0.609,2018-03-28,195.1463,109.974,4.0,1.0,How Long,6wmAHw1szh5RCKSRjiXhPe,78.0
Lin-Manuel Miranda ,,,,,,,,,,,,2018-03-28,,,,,Found / Tonight,,
 Ben Platt,32594.0,"hollywood,show tunes",0.68,6qGkLCMQkNGOJ079iEcC5k,179.24231,0.20313,10.0,0.797,-7.197,1.0,0.71,2018-03-28,170.52154,80.964,4.0,0.891,Found / Tonight,0ileL1L3Vtpf5VZ5RQZ94m,61.0
Miguel Featuring Travis Scott,,,,,,,,,,,,2018-03-28,,,,,Sky Walker,,
XXXTENTACION Featuring Joey Bada$$,,,,,,,,,,,,2018-03-28,,,,,Infinity (888),,
XXXTENTACION,8358049.0,emo rap,0.98,15UsOTVnJzReFVN1VCnxy4,115.19438,0.0,1.0,0.45,-4.086,1.0,0.355,2018-03-28,111.92599,135.499,4.0,1.0,Going Down!,7CkbRn6S0itJqcqn88AtSV,76.0
Jacquees X Dej Loaf,,,,,,,,,,,,2018-03-28,,,,,At The Club,,
The Chainsmokers,9799301.0,"edm,electropop,pop,tropical house",0.89,69GGBxA162lTqCwzJG5jLp,224.29333,0.69655,11.0,0.602,-5.316,0.0,0.755,2018-03-28,217.66966,154.918,4.0,0.958,Everybody Hates Me,0ZEWFTjl00H5aoTYqh2tkl,62.0
G-Eazy Featuring A$AP Rocky ,,,,,,,,,,,,2018-04-04,,,,,No Limit,,
 Cardi B,,,,,,,,,,,,2018-04-04,,,,,No Limit,,
Kendrick Lamar Featuring Zacari,,,,,,,,,,,,2018-04-04,,,,,Love.,,
Selena Gomez X Marshmello,,,,,,,,,,,,2018-04-04,,,,,Wolves,,
"Migos, Nicki Minaj ",7841883.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,303.07683,0.0,2.0,0.703,-5.395,1.0,0.713,2018-04-04,300.3327,138.016,4.0,1.0,MotorSport,4wFjTWCunQFKtukqrNijEt,80.0
 Cardi B,,,,,,,,,,,,2018-04-04,,,,,MotorSport,,
6ix9ine,2897728.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,157.64331,0.19723,2.0,0.567,-4.926,1.0,0.438,2018-04-04,152.00943,157.036,4.0,0.801,Gummo,4HbiCvH1R7mVOJ7KY7JQBD,78.0
Famous Dex Featuring A$AP Rocky,,,,,,,,,,,,2018-04-04,,,,,Pick It Up,,
Lil Xan,1592706.0,"underground hip hop,vapor trap",0.77,3EXdLajEO02ziZ90P90bSW,187.45333,0.19723,10.0,0.552,-10.358,0.0,0.581,2018-04-04,173.83039,119.958,4.0,1.0,Betrayed,6NWl2m8asvH83xjuXVNsuG,77.0
Logic,3111391.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,188.6,0.0,1.0,0.411,-7.055,1.0,0.486,2018-04-04,174.29478,139.971,4.0,1.0,44 More,3e7Y6sfFlIdBMJhX7wpqVO,76.0
Blac Youngsta,685942.0,"rap,southern hip hop,trap music",0.68,41klVmDluQZmGGqoidNfbe,160.03769,0.0,1.0,0.778,-8.368,1.0,0.532,2018-04-04,160.03769,144.005,4.0,0.593,Booty,0FbSpY8RPxTRxi1Fpj9Dz9,65.0
YBN Nahmir,1234986.0,"rap,trap music,vapor trap",0.78,3gGUMEwIX6XodWsYEvKSal,157.50485,0.0,1.0,0.637,-8.709,1.0,0.355,2018-04-04,157.50485,108.031,5.0,1.0,Rubbin Off The Paint,1QRJb5VY3sIkCKcTuIKCrk,73.0
Trippie Redd Featuring Travis Scott,,,,,,,,,,,,2018-04-04,,,,,Dark Knight Dummo,,
The Weeknd Featuring Gesaffelstein,,,,,,,,,,,,2018-04-11,,,,,I Was Never There,,
The Weeknd Featuring Gesaffelstein,,,,,,,,,,,,2018-04-11,,,,,Hurt You,,
N*E*R*D ,,,,,,,,,,,,2018-04-11,,,,,Lemon,,
 Rihanna,,,,,,,,,,,,2018-04-11,,,,,Lemon,,
The Weeknd,13474141.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,170.57333,0.0,11.0,0.63,-7.094,0.0,0.67,2018-04-11,150.55819,93.78,4.0,0.639,Privilege,26Fqtv4Aa7kyd1WWGHai6A,70.0
Lil Skies Featuring Landon Cube,,,,,,,,,,,,2018-04-11,,,,,Nowadays,,
YoungBoy Never Broke Again,1767498.0,"rap,trap music",0.85,7wlFDEWiM5OoIAt8RSli8b,160.0,0.0,9.0,0.468,-6.097,0.0,0.456,2018-04-11,146.05351,143.966,4.0,0.983,No Smoke,57IRaiAB4hBZu3gnNVZC0v,73.0
Chris Brown,7572179.0,"dance pop,pop,pop rap,r&b,rap",0.89,7bXgB6jMjp9ATFy66eO08Z,218.74449,0.22045,10.0,0.0,-7.205,1.0,0.021,2018-04-11,211.74277,120.959,4.0,1.0,Tempo,0709StHzSeXpdj2zmqF2o2,66.0
"Tyler, The Creator",2344908.0,"hip hop,rap,underground hip hop",0.82,4V8LLVI7PbaPR0K2TGSxFF,151.02667,0.18549,1.0,0.415,-9.54,1.0,0.384,2018-04-11,147.30159,136.203,4.0,1.0,OKRA,74ZovzRxHBvCq5yIwe8boh,70.0
Luis Fonsi ,4359390.0,"dance pop,latin,latin pop",0.85,4V8Sr092TqfHkfAA5fXXqG,173.72,0.36,0.0,0.395,-3.655,1.0,0.449,2018-04-11,166.06912,96.024,4.0,1.0,Echame La Culpa,2hl6q70unbviGo3g1R7uFx,81.0
 Demi Lovato,,,,,,,,,,,,2018-04-11,,,,,Echame La Culpa,,
Old Dominion,410678.0,"contemporary country,country road",0.73,6y8XlgIV8BLlIg1tT1R10i,184.08,0.17497,6.0,0.777,-9.602,1.0,0.707,2018-04-11,179.2058,83.985,4.0,1.0,Written In The Sand,2A69wys3S9uiPSmn6UZWJn,73.0
Ozuna x Cardi B,,,,,,,,,,,,2018-04-11,,,,,La Modelo,,
P!nk,5319315.0,"dance pop,pop,post-teen pop",0.83,1KCSPY1glIKqW2TotWuXOR,250.05333,0.0,7.0,0.955,-6.39,1.0,0.818,2018-04-11,238.4283,95.977,4.0,1.0,Beautiful Trauma,2DlIwu1iDTILEMXA7MUotn,72.0
Lil Yachty Featuring NBA YoungBoy,,,,,,,,,,,,2018-04-11,,,,,NBAYoungboat,,
H.E.R.,905636.0,"indie r&b,pop,r&b",0.8,3Y7RZ31TRPVadSFVy1o8os,200.13333,0.12766,1.0,0.444,-12.945,0.0,0.471,2018-04-11,182.12571,84.953,4.0,0.803,Focus,3tZs3nVjySLbL320lP4mvs,70.0
Demi Lovato,11734797.0,"dance pop,pop,post-teen pop",0.87,6S2OmqARrzebs0tKUEyXyp,236.98667,0.26122,3.0,0.1,-5.452,0.0,0.162,2018-04-18,232.93098,82.142,4.0,1.0,Tell Me You Love Me,3hYvGiw2Q8QE2YWdIJLBz0,76.0
The Weeknd,13474141.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,221.10667,0.0,8.0,0.633,-5.777,0.0,0.447,2018-04-18,217.40263,91.673,4.0,0.849,Try Me,4rv1ww0dUwFZcDVPqhcOcX,74.0
Chris Stapleton,1100149.0,contemporary country,0.77,4YLtscXsxbVgi031ovDDdh,180.90667,0.21955,8.0,0.559,-7.066,1.0,0.592,2018-04-18,172.75646,78.341,4.0,1.0,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,71.0
Devin Dawson,70989.0,"canadian contemporary country,contemporary country,modern country rock",0.64,2ySHS7UojGu20XfUPaBlyu,224.62667,0.10998,5.0,0.64,-5.488,1.0,0.459,2018-04-18,216.41578,80.989,4.0,1.0,All On Me,2mfahQ0EaaZWq4cFNg6A1o,69.0
Alice Merton,144726.0,modern rock,0.68,7f0OLhGgBMX9fUjm1dcPip,235.81333,0.0,7.0,0.133,-7.295,1.0,0.375,2018-04-18,229.30866,115.958,4.0,1.0,No Roots,4CdfFYzaAJ0y0beKzmgJSn,64.0
2 Chainz Featuring YG ,,,,,,,,,,,,2018-04-18,,,,,Proud,,
 Offset,,,,,,,,,,,,2018-04-18,,,,,Proud,,
MAX Featuring gnash,,,,,,,,,,,,2018-04-25,,,,,Lights Down Low,,
Post Malone,8875585.0,"pop,rap",0.96,246dkjvS1zLTtiykXe5h60,223.34667,0.0,8.0,0.568,-5.408,0.0,0.645,2018-04-25,216.34032,143.95,4.0,0.904,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,87.0
G-Eazy ,3561472.0,"hip hop,indie pop rap,pop,pop rap,rap",0.86,02kJSzxNuaWGqwubyUba0Z,268.86667,0.15084,2.0,0.657,-6.343,1.0,0.668,2018-04-25,263.23882,87.908,4.0,1.0,Him & I,5k38wzpLb15YgncyWdTZE4,80.0
 Halsey,,,,,,,,,,,,2018-04-25,,,,,Him & I,,
Halsey,4388434.0,"dance pop,electropop,etherpop,indie poptimism,pop,post-teen pop",0.91,26VFTg2z8YR0cCuwLzESi2,181.27914,2.34522,0.0,0.72,-3.539,1.0,0.61,2018-04-25,172.52426,118.384,4.0,0.982,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,79.0
Thomas Rhett,2244296.0,"contemporary country,country,country road,modern country rock",0.78,6x2LnllRG5uGarZMsD4iO8,205.45333,0.18576,3.0,0.509,-8.662,1.0,0.587,2018-04-25,196.49306,85.008,4.0,1.0,Marry Me,0OWZFobGSIW9GrSlQ9C5pc,76.0
Cardi B,5225471.0,"pop,rap",0.95,4kYSro6naA4h99UJvo89HB,181.62363,0.08512,7.0,0.499,-5.333,1.0,0.536,2018-04-25,163.36399,155.938,4.0,1.0,Bickenhead,17Yq72h0p15OhCbZ5lJ5gd,67.0
Zayn,6137025.0,"dance pop,electropop,pop,post-teen pop",0.83,5ZsFI1h6hIdQRw2ti0hz81,185.70263,0.0,9.0,0.488,-5.637,1.0,0.388,2018-04-25,185.70264,168.419,4.0,1.0,Let Me,7Fg342AJtNsIDdwCfX0paC,77.0
The Weeknd,13474141.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,220.29333,2.98376,10.0,0.45,-6.049,0.0,0.528,2018-04-25,214.63946,122.699,4.0,0.981,Wasted Times,72TyiiduRmczEbDIEtKQdR,75.0
Cardi B,,,,4kYSro6naA4h99UJvo89HB,231.45338,0.16975,1.0,0.346,-6.927,1.0,0.401,2018-04-25,226.59193,93.015,4.0,1.0,Get Up 10,7p2ewixAShLpjDZrnzZK7c,68.0
Swae Lee Featuring Slim Jxmmi,,,,,,,,,,,,2018-04-25,,,,,Guatemala,,
Cardi B,,,,,,,,,,,,2018-04-25,,,,,Money Bag,,
Young Thug Featuring Nicki Minaj,,,,,,,,,,,,2018-04-25,,,,,Anybody,,
Cardi B ,,,,,,,,,,,,2018-04-25,,,,,She Bad,,
 YG,,,,,,,,,,,,2018-04-25,,,,,She Bad,,
6ix9ine,,,,,,,,,,,,2018-04-25,,,,,Billy,,
"DJ Khaled Featuring JAY Z, Future ",,,,,,,,,,,,2018-04-25,,,,,Top Off,,
 B,,,,,,,,,,,,2018-04-25,,,,,Top Off,,
High Valley,,,,,,,,,,,,2018-04-25,,,,,She's With Me,,
Daniel Caesar Featuring Kali Uchis,,,,,,,,,,,,2018-04-25,,,,,Get You,,
SZA,,,,,,,,,,,,2018-04-25,,,,,Broken Clocks,,
Scotty McCreery,,,,,,,,,,,,2018-04-25,,,,,Five More Minutes,,
6ix9ine,,,,,,,,,,,,2018-04-25,,,,,Gotti,,
Derez De'Shon,,,,,,,,,,,,2018-04-25,,,,,Hardaway,,
J. Cole Featuring kiLL edward,,,,,,,,,,,,2018-05-02,,,,,The Cut Off,,
J. Cole,,,,,,,,,,,,2018-05-02,,,,,Brackets,,
